id,label,text
451,promo,"Banglalink 4G internet: 15GB pack sudhu 199TK, validity 7 days. Dial *222*199# to activate now. Don’t miss it."
452,promo,Evaly Carnival: Home appliances and kitchen items up to 70% discount. EMI option up to 18 months. Shop now before stock ends.
453,promo,Shohoz Bike Offer: First 5 rides free up to 60TK each for new users. Promo code BIKEFREE. Valid this month only.
454,promo,"GP Talktime Boost: Recharge 199TK and get 500 mins free calls, validity 30 days. Dial *121*199# now."
455,promo,"Daraz Fashion Fest: Saree, panjabi, and shirts up to 65% discount. Extra voucher available in app. Offer valid for 3 days."
456,promo,Pathao Food delight: Dinner orders above 500TK get 40% discount. Promo code FOOD40. Offer time: 6PM–10PM daily.
457,promo,"Shwapno Eid Saver: Buy 2kg beef and get 500gm chicken free. Limited stock, visit nearest outlet."
458,promo,"Robi social pack: Unlimited Facebook + Messenger only 29TK, validity 3 days. Activate *123*29# now."
459,promo,"Banglalink YouTube mega: 30GB YouTube only 299TK, validity 30 days. Dial *222*299# now."
460,normal,"Ajker puro din ta brishtir moddhe katlam. Office jete jam kom chhilo tai bhalo laglo, kintu rasta ghore pani poray jete kosto hoise. Bari fire eshe ek cup cha kheye relax korlam."
461,normal,Kalke family shobai sathe boshe dinner korlam. Maa boro table e boro ranna korse. Sobai golpo korte korte khawa dawa holo. Khub moja laglo.
462,normal,"Tui ajke class miss korli. Sir khub interesting lecture dilen blockchain niye. Ami shob note korechi, pore toke debo."
463,normal,Ajker din ta ekdom moja chilo karon sobai ek sathe cricket kheltam. Amar chhoto bhai goal korlo ar pura team cheer korlo. Amar matha ghure jacchilo excitement e.
464,normal,Adhika ajke school theke ekta certificate niya ashse for best handwriting. She khub happy ar sobai ke dekhachilo. Amra proud feel korlam.
465,normal,Inaya amar sathe cartoon dekhe onek moja korlo. She abar ekta notun gaan shikhse ar amader ke shunalo. Amar din bright hoye gelo.
466,normal,Kani ajke school er debate competition e participate korse. O boro confidence diye kotha bollo ar judges appreciate korlo. Sobai clapping korlo.
467,normal,Raysha mathay rong tullo diye painting korte giye pura floor e mess kore dilo. Tarpor o she khub cute lagchhilo. Amra pura family hashchilam.
468,normal,Kalke amar ekjon old friend rastay dekha hoye gelo. Onar sathe boshe ek cup cha kheye onek purono golpo holo. Amar din ta special hoye gelo.
469,normal,Ajke Bangladesh cricket match jitse West Indies er against. Sobai excitement e cheer korse. Amar khub bhalo lagse dekhe.
470,normal,"Exam er stress barse din din, amar raat din study korte hochhe. Tui kemon preparation korchis? Amader plan kora uchit ek sathe study korar."
471,normal,"Weekend e amader plan holo ekta movie dekhte jawa. Sobai sathe ek sathe hole aro moja hobe. Tui jodi free thakish, chole asho."
472,normal,Ajker rastar jam ekdom unbearable chhilo. Bus e boshe 2 ghonta waste hoise. Metro use korle eto time waste hoto na. Amar matha gorom hoye geche.
473,normal,"Kalke Coffee House e friends der sathe adda chilo. Cha, snacks, ar endless golpo. Khub moja holo ar ekta bhalo memory hoye gelo."
474,normal,Ajke amar cousin bari te esechilo. Sobai ek sathe boshe onek moja korlam. Se funny golpo shunalo ar sobai hashchilam.
475,normal,Ajker office meeting onek lamba holo. Manager boro project niye presentation dilo. Amar matha ghure jacchilo but onek kichu shikhlam.
476,normal,Maa bolse agami shoptaho chhoto dawath hobe bari te. Sobai ke invite korte bolse. Tui jodi free thakish please esho.
477,normal,Ajke bazar theke notun shobji kinlam. Khub fresh chhilo. Maa ranna kore din ta khub moja kore dilo. Amar din bhalo katlo.
478,normal,Kalke school er assembly te Adhika ekta poem recite korlo. She khub confident chhilo ar sobai clap korlo. Amra khub proud feel korlam.
479,normal,Ajke friend circle er sathe park e boshe onek golpo holo. Cha ar chips kheye adda holo. Amar din ta boro moja diye katlo.
480,smish,Congratulations! Canada immigration lottery te apnar naam selected hoyeche. Visa process korte ekhuni apnar passport scan email korun: canada.visa@processmail.net. Fee joma na dile selection cancel hoye jabe.
481,smish,Delivery agent bolchi: Apnar parcel customs e atke geche for tax clearance. Please pay 2500TK Nagad number 01788992211 te akhoni. Payment chara parcel release hobe na.
482,smish,UK Embassy scholarship award: Apni 100% scholarship win korechen for MSc. Registration korte ekhuni apnar details submit korun ukbd-scholarship.org e. Deadline: 24hr.
483,smish,"NGO relief fund notice: Apnar NID selected hoyeche 15,000TK flood grant er jonno. OTP confirm korte ekhuni call korun +8801844552233. Na korle grant cancel hobe."
484,smish,WHO health warning: Apnar name ekta COVID vaccine batch problem detect kora hoyeche. Replacement jante ekhuni apnar NID send korun vaccine-update@who-sec.net. Delay hole dose cancel hobe.
485,smish,Customs alert: Dubai theke asha ekta parcel apnar naam e stop hoyeche. Release korte ekhuni apnar full details confirm korun customsreleasebd.com. Fee joma dite hobe immediately.
486,smish,BD Police CyberCrime unit theke bolchi: Apnar SIM misuse hoyeche ekta fraud e. Suspend hobar age verification korte ekhuni apnar NID photo mail korun police-verify@casebd.net.
487,smish,Apni ekta global lottery te 1 crore TK win korechen. Collect korte processing fee joma korun 4500TK e-wallet number 01722779900 e. Delay hole prize expire hobe.
488,smish,Urgent: Apnar passport e spelling mistake thakar karone flight cancel hoye jabe. Correct korte ekhuni apnar details send korun immigration-update@securemail.net.
489,smish,PayPal Bangladesh activation: Apnar account block hoye geche suspicious activity er jonne. Reopen korte ekhuni login korun paypalbd-verify.com and submit apnar password.
490,smish,"Dear applicant, apni Grameenphone HR department er interview shortlist hoyechen. Appointment confirm korte 3000TK pay korte hobe ekhuni. Payment chara interview cancel."
491,smish,"Donation alert: Red Crescent apnar NID select koreche for corona family relief. 12,000TK paite ekhuni apnar OTP confirm korun +8801992233445. Failure hole selection cancel."
492,smish,Courier service: Apnar Amazon package hold kora hoyeche. Release korte ekhuni apnar card details confirm korun amazonbd-check.net. Delay hole package return hobe.
493,smish,"Microsoft license expired hoye geche. Jate apnar computer lock na hoy, ekhuni apnar debit card info submit korun update-microsoftbd.org e."
494,smish,"University of Sydney scholarship award. Apnar naam shortlist hoyeche, kintu seat confirm korte 5000TK pay korte hobe bkash 01788223344 te. Delay hole seat cancel hobe."
495,smish,Emergency: Apnar driving license digital card suspend hote cholche. Reactivate korte ekhuni nid + license number send korun rtaservice@checkbd.net. 48hr deadline.
496,smish,Prize claim: Apni ekta Honda bike win korechen. Delivery korte processing fee 8000TK pay korte hobe Nagad number e. Failure hole prize cancel hobe.
497,smish,Visa officer: Apnar US visa lottery select hoyeche. Confirmation korte apnar passport details submit korun www.us-visa-bd.org within 24hr.
498,smish,Electricity board: Apnar prepaid meter e overcharge detect hoyeche. Refund pete ekhuni apnar card info submit korun ebrefunds.net. Delay hole refund expire hobe.
499,smish,Insurance alert: Apnar health insurance expire hoye geche. Renewal korte ekhuni pay korun otherwise apnar claim cancel hoye jabe.
500,promo,"Hotel Cox Today: Book 2 nights, get 1 night free + complimentary breakfast. Early bird offer valid till 15 Sept. Call 01300011223 for booking."
501,promo,Pathao Rides: This week 50% discount up to 80TK on first 3 bike rides. Use promo code BIKE50 now.
502,promo,"Burger Lab Dhaka: Double cheese burger + fries combo only 299TK. Order via Foodpanda, free delivery for Gulshan."
503,promo,GP Gamer Pack: 200 diamonds Free Fire top-up with only 199TK recharge. Dial *121*199# to activate now.
504,promo,"Yellow fashion autumn sale: Saree, panjabi, jeans up to 50% discount. Extra 10% off with City Bank card."
505,promo,Othoba Furniture Fest: Sofa set up to 40% discount. Free delivery in Dhaka city. Shop othoba.com now.
506,promo,Robi travel data pack: 20GB roaming internet only 999TK. Dial *123*999# before traveling abroad.
507,promo,Daraz Eid fest: Daily flash deal on smartphones. Redmi Note 12 Pro 2000TK off. Hurry before stock ends!
508,promo,Biman Bangladesh offer: Dhaka to Sylhet flight 2999TK only. Book today via biman-airlines.com.bd.
509,promo,Uber Eats: First order discount 60% up to 200TK. Use code UBEREATS60. Valid till 10 Sept.
510,promo,GP Music Fest: Enjoy unlimited Bangla gaan streaming 7 days only 49TK. Dial *121*49# to subscribe.
511,promo,Pickaboo Flash Deal: Samsung Galaxy Buds at 25% discount. Free EMI available. Order now.
512,promo,Shohoz Train Ticket: Online booking fee 0TK this week. Book now at shohoz.com.
513,promo,"Arong Mega Sale: Panjabi, kurti, jewellery up to 30% discount. Offer valid in all outlets till 20 Sept."
514,promo,Banglalink Student Pack: 6GB data + 200 mins only 149TK. Dial *222*149# to activate.
515,promo,Meena Click Online: Grocery order 1000TK+ get free 1L oil. Offer valid till stocks last.
516,promo,GP 4G Swap Offer: Swap your SIM to 4G and get 10GB internet free instantly.
517,promo,Khaas Food Organic Offer: Deshi honey 20% discount. Delivery nationwide. Order at khaasfood.com.
518,promo,Shwapno Festive Sale: Buy 5kg atta and get 1kg sugar free. Valid this week only.
519,promo,Pathao Parcel: First parcel delivery free up to 3kg. Promo code FREEDEL.
520,normal,"Ajke university te puro din assignment niye matha ghurlo. Sir ekdom unexpected group project diye dilen. Kichu bujhte parchi na, tui ki already kaj shuru korchis?"
521,normal,Kalke Bishwa Ijtema r jam dekhe rastay 3 ghonta atke chilam. Kintu lokjon er majhe shanti dekhe moja laglo. Sobai ek sathe dua kortese.
522,normal,Ajke amar maa’r birthday. Chhotto ekta cake kine ashlam ar family mile celebrate korlam. Maa khub happy hoilo. Picture pore pathabo.
523,normal,"Cox’s Bazar trip er plan ready. Hotel book kora hoyeche, bus ticket confirm. Khali tui confirm korle group complete hobe. Please joldi decide kor."
524,normal,Kalke Sadiqa class e ekta natok koreche. She dialogue pura confident vabe bolse. Teacher appreciate kore clap dilo.
525,normal,Ajker dinner e chicken roast banano hoilo. Sobai sathe boshe moja kore kheyechi. Maa’r haater ranna ekdom special.
526,normal,Weekend e movie night plan kora holo. Amra ek sathe popcorn banabo ar horror movie dekbo. Tui ready toh?
527,normal,"Ajker raat e akash khub sundor, tara pura clear dekhte pacchi. Balcony te boshe cha kheye moja lagche."
528,normal,Kalke amar phone kharap hoye gelo. Repair korte jete holo New Market. Mechanic bolse motherboard change korte hobe.
529,normal,"Shukrobar bazar e giye onek taka khoroch hoilo. Shobji, machh, mangsho kina holo. Kintu shob fresh chhilo."
530,normal,Ajke class test unexpected easy hoilo. Sob question common chhilo. Amar matha relax hoye gelo.
531,normal,Kalke stadium e cricket match dekhlam. Bangladesh last over e win korlo. Pure crowd cheer korse.
532,normal,Ajke amader flat e load shedding holo 2 ghonta. Sobai roof e boshe adda marlam. Hawa enjoy korlam.
533,normal,Adhika notun ekta gaan shikhse school e. Bari eshe pura family ke shunalo. Sobai clap kore khushi hoilo.
534,normal,Kani ajke chhoto ekta chobi ankse. She ta fridge e lagano hoyeche. Khub cute lagse.
535,normal,Inaya amar sathe ludo kheltese. Ami jete jete she suddenly win kore gelo. Amar khub moja laglo.
536,normal,Ajke office e ekta new colleague eshechhe. Sobai sathe friendly behave korche. Amar bhalo laglo.
537,normal,Kalke bus e ekjon old friend er sathe dekha hoye gelo. Onar sathe ek cup cha kheye onek purono golpo holo.
538,normal,Shanibar family sathe Old Dhaka te biryani khete jabo. Tui ashle aro moja hobe.
539,normal,Ajker rastar jam ekdom unbearable chhilo. Amar office pouchote 2 ghonta laglo. Stress full day.
540,smish,Apnar Payoneer account temporary hold hoyeche suspicious login er jonne. Account unlock korte ekhuni verification korte hobe: payoneer-bdsecure.com. OTP provide na korle taka freeze hobe.
541,smish,Fake job alert: Apni Software Engineer position shortlist hoyechen. Joining er age 5000TK processing fee pay korte hobe Nagad 01755667788 e. Payment chara offer cancel hobe.
542,smish,Bangladesh Bank notice: Apnar NID mismatch detect hoyeche tax refund er jonno. OTP submit korun within 24hr at bb-refundupdate.org. Delay hole refund cancel hobe.
543,smish,Fake medical alert: Apnar blood report abnormal detect hoyeche. Doctor consult korte ekhuni apnar NID and DOB send korun med-alert@bdsecure.net. Na korle appointment cancel hobe.
544,smish,Courier alert: Apnar DHL parcel customs e hold hoyeche. Release korte 3000TK pay korte hobe bkash 01722334455 e. Na korle parcel return hobe automatically.
545,smish,Lottery alert: Apni 50 lakh TK win korechen ekta global draw e. Collect korte 8000TK processing fee joma korte hobe Nagad 01799887766. Delay hole prize cancel hobe.
546,smish,Fake scholarship: Apni Oxford University scholarship er jonno select hoyechen. Seat confirm korte 6000TK pay korte hobe. Deadline 24hr. Email details send korun oxfordbd-scholarship.org.
547,smish,Emergency: Apnar NID misuse hoyeche ekta online transaction e. OTP send korun immediately to +8801998877665. Failure hole taka harano jabe.
548,smish,"Fake travel refund: Apnar canceled flight e 12,000TK refund pending ache. Submit your bank details at travel-refundbd.com. Na korle refund expire hoye jabe."
549,smish,BD Police cyber alert: Apnar social media account suspicious activity detect hoyeche. Recover korte login korun police-securebd.org. Failure hole account permanently deactivate hobe.
550,promo,GP Mega Recharge: 399TK recharge e paben 35GB internet + 200 mins free calls. Offer valid this week. Activate *121*399# now.
551,promo,Robi Movie Pack: 50GB internet + 50 SMS free for only 249TK. Validity 15 days. Dial *123*249# to activate.
552,promo,"Daraz Fashion Sale: T-shirt, jeans, shoes up to 70% discount. Free delivery for orders above 1000TK. Shop now before stock runs out."
553,promo,"Shohoz Bus Tickets: Dhaka to Chittagong 15% discount using promo code BUS15. Limited seats, book fast!"
554,promo,Shwapno Grocery Deal: Buy 5kg rice and get 1kg lentil free. Available all Dhaka outlets. Offer valid this week only.
555,promo,Pickaboo Electronics Week: Smartphone discounts up to 8000TK. EMI available. Free delivery within Dhaka.
556,promo,Uber Eats: First order discount 50% up to 150TK. Use code UBEREATS50. Valid till 15th Sept.
557,promo,"Hotel Cox Today: Book 3 nights, pay for 2 + free breakfast. Call 01300011223 to reserve your room."
558,promo,Banglalink Data Pack: 25GB internet + 200 mins calls only 199TK. Dial *222*199# to activate now.
559,promo,"Arong Fashion Festival: Panjabi, kurti, and scarves up to 40% off. Extra 5% off with bKash payment."
560,promo,"Biman Bangladesh Air: Dhaka to Sylhet round trip only 2999TK. Limited seats, book online now."
561,promo,Shohoz Parcel: First 2 parcels up to 3kg free delivery. Promo code FREE2. Offer valid till month end.
562,promo,Chaldal Grocery: Order 1200TK+ get 200TK cashback using Nagad. Free home delivery within Dhaka same day.
563,promo,"GP YouTube Pack: 20GB only 249TK, validity 30 days. Dial *121*249# now."
564,promo,"Evaly Furniture Sale: Sofa set, bed, dining table up to 50% discount. EMI available. Shop before stock ends."
565,promo,Shohoz Bike Ride: First 5 rides free up to 50TK each. New users only. Promo code BIKE50.
566,promo,GP Music Pack: Unlimited Bangla gaan streaming for 7 days only 49TK. Dial *121*49# to subscribe.
567,promo,Pickaboo Flash Sale: Samsung Galaxy Buds 25% off. Free EMI. Order now before stock ends.
568,promo,Robi Travel Pack: 30GB roaming internet for 999TK. Dial *123*999# before traveling abroad.
569,normal,"Ajker din ta puro busy chhilo university er assignments complete korte giye. Rasta jam chhilo, kintu matha clear kore kaj shesh korte parlam."
570,normal,"Kalke family dinner chhilo. Sobai mile boro table e khawa dawa kore golpo korlam. Maa khub happy chhilo, ami o khushi."
571,normal,"Tui ajke class miss korli, sir blockchain niye boro lecture dilo. Ami sob note korechi, pore tui dekhbi."
572,normal,Ajke cricket kheltam park e. Chhoto bhai ekta amazing goal korlo. Sobai cheer kore boro moja holo.
573,normal,Adhika school theke ekta certificate nia ashse for best handwriting. Sobai proud feel korlam.
574,normal,Inaya amar sathe cartoon dekhe khub moja korse. She notun gaan shikhse ar sobai ke shunalo.
575,normal,Kani ajke debate competition e participate korse. Sobai admire korlo tar confidence. Teacher o khub happy hoilo.
576,normal,"Raysha painting korte giye floor e mess kore dile, kintu she khub cute lagse. Sobai hashilo."
577,normal,Kalke amar old friend sathe rastay dekha holo. Ek cup cha kheye purono golpo korte korte moja holo.
578,normal,Ajke Bangladesh cricket match jitse West Indies er against. Crowd pura excited chhilo.
579,normal,"Exam stress barse, ami raat din study korte hochhi. Tui kemon preparation korchis? Plan kora uchit ek sathe study korar."
580,normal,Weekend e amader plan holo movie night. Sobai mile popcorn banabo ar horror movie dekbo.
581,normal,"Ajker akash khub clear, tara pura dekhte pacchi. Balcony te cha kheye relax korchi."
582,normal,Kalke amar phone kharap hoye geche. Repair korte jete holo New Market. Mechanic bolse motherboard change korte hobe.
583,normal,"Shukrobar bazar e giye onek taka khoroch hoilo. Shobji, machh, mangsho kinte hoilo. Sob fresh chhilo."
584,normal,Ajke class test easy chhilo. Sob question familiar laglo. Matha relax hoilo.
585,normal,Kalke stadium e cricket match dekhlam. Bangladesh last over e win korlo. Crowd pura cheer korlo.
586,normal,Ajke flat e load shedding holo 2 ghonta. Sobai roof e boshe adda marlo. Hawa enjoy korlam.
587,normal,Adhika ajke school e gaan shikhse. Bari eshe puro family ke shunalo. Sobai khushi hoilo.
588,normal,Kani chhoto ekta chobi ankse ar fridge e lagalo. Khub cute lagse.
589,normal,Inaya amar sathe ludo kheltese ar unexpected win korlo. Amar khub moja laglo.
590,normal,Ajke office e new colleague esheche. Sobai friendly behave korche. Amar bhalo laglo.
591,normal,Kalke bus e ekjon old friend dekha holo. Ek cup cha kheye purono golpo korte korte moja holo.
592,normal,Ajker rastar jam unbearable chhilo. Office pouchote 2 ghonta laglo. Stress full day.
593,normal,"Ajke raat e Balcony te boshe cha kheye, stars dekhe moja laglo. Weather ekdom perfect chhilo."
594,normal,Kalke morning walk e onek fresh air pachhilam. Birds ar nature shune mon relax hoilo.
595,normal,"Ajke chhoto bhai amar sathe football khelte giye, amazing goal korlo. Sobai cheer kore."
596,normal,Weekend e cinema hall e chhoto ekta adventure movie dekha plan. Sobai ready thakbe?
597,normal,"Ajke maa ranna ektu experiment korechilo, special biryani. Sobai khub enjoy korlo."
598,normal,"Kalke rasta e onek traffic chhilo, kintu ek cup coffee kheye patience maintain korte parlam."
599,normal,"Ajke office e manager onek important announcement dilo. Sobai serious chhilo, kintu kichu humor o chhilo."
600,normal,"Ajker din ta pura chill, internet e browsing ar music sunte sunte time katlo."
601,normal,"Shukrobar amar sathe friends picnic e jabe. Food, games ar fun activities plan kora ache."
602,normal,Kalke Adhika school er show program e perform korse. Sobai appreciate korlo ar clap korlo.
603,normal,Ajke morning e balcony te cha kheye newspaper porlam. Khub peaceful laglo.
604,normal,"Ajke raat e Inaya amar sathe story share korse, sobai hashilo. Fun evening chhilo."
605,normal,"Weekend e family outing plan kora ache. Dhaka city explore korbo, food ar sightseeing hobe."
