id,label,text
320,normal,আজ বিকেলে আমাদের কলেজের বন্ধুদের সাথে দেখা হলো। অনেক আড্ডা দিলাম।
321,normal,তুমি কি রবিবার বাসায় আসবে? মা অনেকদিন ধরে তোমার সাথে দেখা করতে চাচ্ছে।
322,normal,আমি নতুন একটা গিটার কিনেছি। এবার সত্যিই শেখা শুরু করবো।
323,normal,আজকে দুপুরে মোবাইলের চার্জ শেষ হয়ে গিয়েছিলো। একেবারে অফলাইনে ছিলাম।
324,normal,তুমি কি আজ বিকেলে ক্রিকেট ম্যাচ দেখবে? বাংলাদেশ খেলছে পাকিস্তানের সাথে।
325,normal,আজকে বাজারে গিয়ে দেখলাম সবজির দাম অনেক বেড়ে গেছে। কচুপাতা পর্যন্ত ৫০ টাকা কেজি।
326,normal,আমার মনে হয় আমাদের গ্রুপ স্টাডি আবার শুরু করা উচিত। পরীক্ষার সময় কাছেই।
327,normal,আজকে বাসে এক ঘন্টা দেরি হলো। ঢাকা শহরের জ্যামের কোনো সমাধান নেই।
328,normal,তুমি কি গতকাল নতুন সিনেমাটা দেখেছো? সবাই বলছে খুব ভালো হয়েছে।
329,smish,আপনার ডাচ্-বাংলা ব্যাংক অ্যাকাউন্টে অননুমোদিত লগইন শনাক্ত হয়েছে। এখনই http://dbbl-security-bd.net ভিজিট করে OTP দিয়ে অ্যাকাউন্ট রক্ষা করুন।
330,smish,"সোনালী ব্যাংক জানাচ্ছে, আপনার কার্ড ব্লক হয়ে যাবে যদি ১২ ঘণ্টার মধ্যে তথ্য আপডেট না করেন। ভিজিট করুন: sonali-update.net।"
331,smish,"প্রিয় গ্রাহক, আপনি ১,০০,০০০ টাকা লোন অনুমোদন পেয়েছেন। টাকা পেতে হলে এখনই আপনার পিন দিন claim-bdloan.com এ।"
332,smish,আপনার GP সিম থেকে অন্য দেশে কল হয়েছে। এটি বন্ধ করতে সাথে সাথে gpstopfraud.org এ লগইন করুন।
333,smish,"ডাচ্-বাংলা ব্যাংক কার্ডে আজ ৮০,০০০ টাকা চার্জ হয়েছে। যদি এটি আপনার না হয়, cancel করতে dbbl-alerts.org ভিজিট করুন।"
334,smish,আপনার রবি অ্যাকাউন্ট ব্লক করা হবে। পুনরায় চালু করতে robiverify24.net এ গিয়ে লগইন করুন।
335,smish,বাংলাদেশ জাতীয় লটারি থেকে অভিনন্দন! আপনি ২ লক্ষ টাকা জিতেছেন। দাবি করতে natlottery@cash-bd.org এ আপনার নাম্বার পাঠান।
336,smish,"আপনার বিকাশ নম্বরে ৯,০০০ টাকা পাঠানো হয়েছে। এটি বাতিল করতে এখনই refund-bkash24.com ব্যবহার করুন।"
337,smish,"গ্রামীণফোন গ্রাহক, আপনার সিম বন্ধ হয়ে যাবে যদি NID যাচাই না করেন। ভিজিট করুন: gpupdate-bd.org।"
338,smish,আপনার DBBL কার্ড থেকে অননুমোদিত উত্তোলন হয়েছে। বন্ধ করতে login-dbblsecure.net এ প্রবেশ করুন।
339,smish,বাংলালিংক থেকে জরুরি বার্তা: আপনার বকেয়া বিল পরিশোধ না করলে সেবা বন্ধ হবে। এখনই pay-banglalink.net এ যান।
340,smish,আপনার সোনালী ব্যাংক কার্ডের তথ্য যাচাই না করলে ব্লক হবে। যাচাই করতে www.sonali-verify24.com ভিজিট করুন।
341,smish,আপনার GP FlexiPlan ব্লক করা হয়েছে। আনলক করতে gp-flexifix.org এ গিয়ে কার্ড তথ্য দিন।
342,smish,"আপনার বিকাশে ৭,৫০০ টাকা কেটে নেওয়া হয়েছে। যদি ভুল হয় তবে claim-bkash.net ভিজিট করুন।"
343,smish,"DBBL কার্ড হোল্ডার, আপনার পাসওয়ার্ড ফাঁস হয়েছে। এখনই reset-dbblsafe.org এ গিয়ে পরিবর্তন করুন।"
344,smish,"প্রিয় গ্রাহক, আপনার ফেসবুক আইডি হ্যাক হয়েছে। পুনরুদ্ধার করতে fbsecure-bd.net এ OTP দিন।"
345,smish,আপনার Robi SIM বন্ধ হয়ে যাবে। এটি চালু রাখতে robicare24.org ভিজিট করুন।
346,smish,"গ্রামীণফোন জানাচ্ছে, আপনার ইন্টারনেট অফার বাতিল হবে যদি সাথে সাথে রিচার্জ না করেন। topup-gp24.net এ যান।"
347,smish,"আপনার কার্ড থেকে আজ ১৫,০০০ টাকা কেটে গেছে। এটি রোধ করতে cancel-dbbl.org ভিজিট করুন।"
348,smish,"বাংলালিংক জানাচ্ছে, আপনার অ্যাকাউন্ট ব্লক হওয়ার পথে। অবিলম্বে verify-banglalink24.net এ লগইন করুন।"
349,promo,Daraz Fashion-এ আজ সব কাপড়ে ২০% ছাড়। কোড: STYLE20 ব্যবহার করুন।
350,promo,GP STAR গ্রাহকদের জন্য বিশেষ বোনাস—৫০০ টাকা রিচার্জে ১০০ টাকা ফ্রি। *121*500# ডায়াল করুন।
351,promo,"Robi Music Pack মাত্র ২৫ টাকা, বৈধতা ৭ দিন। সক্রিয় করতে *123*25#।"
352,promo,Shohoz Food অ্যাপে আজ ৩০০ টাকার অর্ডারে ১০০ টাকা ছাড়! কোড: FOOD100।
353,promo,Banglalink গ্রাহকদের জন্য ২ জিবি মাত্র ২৯ টাকা। অফার সীমিত সময়ের জন্য।
354,promo,Daraz Big Sale—ইলেকট্রনিক্সে ৫০% পর্যন্ত ছাড়। আজ রাত ১২টা পর্যন্ত।
355,promo,GP FlexiPlan-এ আজ সব ইন্টারনেট বান্ডেল ২০% ডিসকাউন্ট।
356,promo,"Robi App দিয়ে বিল পরিশোধে ৫% ক্যাশব্যাক, সর্বোচ্চ ১০০ টাকা।"
357,promo,Banglalink Game Portal সাবস্ক্রিপশন এখন মাত্র ১০ টাকা প্রতিদিন।
358,promo,Pathao Rides-এ আজ সব রাইডে ১৫% ছাড়। কোড: PATHAO15।
359,promo,Sundarban Courier অনলাইন বুকিং-এ ২০% ছাড়। এখনই চেষ্টা করুন।
360,promo,Daraz Mall-এর সব পণ্যে ফ্রি ডেলিভারি। অফার ৩ দিন চলবে।
361,promo,GP Music App সাবস্ক্রিপশন প্রথম মাস ফ্রি। সক্রিয় করতে *121*99#।
362,promo,"Robi গ্রাহকগণ, মাসিক প্যাক ৬০জিবি মাত্র ৫৯৯ টাকা। ডায়াল করুন *123*599#।"
363,promo,"Banglalink গ্রাহক, ১০০ টাকার রিচার্জে ২৫ মিনিট ফ্রি।"
364,promo,Shohoz Tickets-এ ট্রেন টিকিটে ১০% ছাড়। কোড: TRAIN10।
365,promo,Daraz Electronics Fair-এ ল্যাপটপে ৩০% পর্যন্ত ডিসকাউন্ট।
366,promo,GP App দিয়ে প্রথমবার রিচার্জ করলে ২০ টাকা বোনাস।
367,promo,"Robi গ্রাহকগণ, রবিবারে ৫ জিবি মাত্র ৮৯ টাকা।"
368,promo,Pathao Food-এ সপ্তাহজুড়ে সব অর্ডারে ফ্রি ডেলিভারি।
369,normal,"আজ বিকেলে হঠাৎ বৃষ্টি শুরু হলো। রাস্তা ভিজে গেছে, তাই ভাবছি ঘরে থাকাই ভালো।"
370,normal,"কালকে বাজারে গিয়ে সবজি কিনেছি। দাম অনেক বেড়ে গেছে, বিশেষ করে আলু আর পেঁয়াজ।"
371,normal,আজ দুপুরে অফিসে প্রচুর চাপ ছিল। বস আবার নতুন প্রজেক্ট নিয়ে মিটিং ডাকলো।
372,normal,তুমি কি কাল সকালে ক্লাসে যাবে? স্যার কুইজ নেবেন বলে শুনেছি।
373,normal,আমরা শুক্রবার গ্রামের বাড়ি যাচ্ছি। চাইলে তুমি আমাদের সাথে যেতে পারো।
374,normal,আজকে বন্ধুর সাথে নিউ মার্কেট ঘুরতে গিয়েছিলাম। অনেক বই আর জামা কিনলাম।
375,normal,আম্মা বলছে তুমি অনেকদিন বাসায় আসোনি। এবার একদিন দেখা করে যেও।
376,normal,আজ রাতে বাংলাদেশ আর শ্রীলঙ্কার ম্যাচ আছে। একসাথে বসে দেখবো নাকি?
377,normal,আমার ফোনের চার্জার নষ্ট হয়ে গেছে। তোমার কাছ থেকে একটা ধার নিতে চাই।
378,normal,আজ দুপুরে দারুণ একটা সিনেমা দেখলাম। তোমাকে অবশ্যই রিকমেন্ড করবো।
379,normal,কাল রাতে শরীরটা ভালো লাগছিলো না। তাই হাসপাতালে গিয়েছিলাম। এখন একটু ভালো আছি।
380,normal,আজ অফিস থেকে তাড়াতাড়ি বের হলাম। তাই ভাবলাম তোমার সাথে দেখা করে যাই।
381,normal,তুমি কি নতুন গানটা শুনেছো? সত্যিই দারুণ লেগেছে।
382,normal,আজ সকালে রাস্তায় ভয়ংকর জ্যাম ছিল। অফিসে পৌঁছাতে এক ঘন্টা লেগেছে।
383,normal,আমরা কাল রাতে একসাথে ডিনার করেছিলাম। অনেকদিন পর আড্ডা দিতে ভালো লেগেছে।
384,normal,তুমি কি রবিবারে ফ্রি আছো? কফিশপে বসে কিছু সময় কাটাতে চাই।
385,normal,আজকে বাসে বসে বই পড়ছিলাম। ভীষণ ভালো লাগছিলো।
386,normal,আমাদের কলেজে আগামী সপ্তাহে সাংস্কৃতিক অনুষ্ঠান হবে। তুমি আসবে তো?
387,normal,আজকে মা পায়েস বানিয়েছে। চাইলে তুমি এসে খেয়ে যেতে পারো।
388,normal,আমার নতুন ল্যাপটপটা বেশ দ্রুত কাজ করছে। মনে হচ্ছে এবার পড়াশোনা আরও সহজ হবে।
389,smish,"প্রিয় গ্রাহক, আপনার ডাচ্-বাংলা ব্যাংক অ্যাকাউন্টে অস্বাভাবিক লেনদেন শনাক্ত হয়েছে। নিরাপত্তার কারণে অ্যাকাউন্ট ব্লক করা হয়েছে। এখনই www.dbbl-verification-bd.com এ লগইন করে আপনার কার্ড নম্বর ও OTP দিন, না হলে অ্যাকাউন্ট স্থায়ীভাবে বন্ধ হয়ে যাবে।"
390,smish,"সোনালী ব্যাংক থেকে জরুরি নোটিশ: আপনার কার্ডে ৮৭,৫০০ টাকা অননুমোদিত চার্জ হয়েছে। এটি যদি আপনার না হয় তবে সাথে সাথে +8801888888822 এ কল দিন অথবা verify-sonalibank.org এ যান। আপনার তথ্য না দিলে অ্যাকাউন্ট বন্ধ হয়ে যাবে।"
391,smish,"গ্রামীণফোন জানাচ্ছে, আপনার নম্বরে ভুয়া কল শনাক্ত হয়েছে। আপনার সিম ব্লক এড়াতে এখনই gp-care24.net এ গিয়ে NID ও জন্মতারিখ দিন। যাচাই না করলে ২৪ ঘণ্টার মধ্যে সেবা স্থগিত হবে।"
392,smish,"আপনার বিকাশ অ্যাকাউন্ট থেকে ১২,৮০০ টাকা স্থানান্তর করা হয়েছে। যদি আপনি এই লেনদেন না করে থাকেন তবে এখনই refund-bkash24.com ভিজিট করে পিন ও OTP দিন। সতর্ক থাকুন, সময় সীমিত।"
393,smish,"ডাচ্-বাংলা ব্যাংক ক্রেডিট কার্ড হোল্ডার, আপনার পাসওয়ার্ড ফাঁস হয়েছে। অবিলম্বে reset-dbblsecure.net এ গিয়ে আপনার নতুন পাসওয়ার্ড সেট করুন। অন্যথায় আপনার অ্যাকাউন্টে জালিয়াতি হতে পারে।"
394,smish,"প্রিয় ব্যবহারকারী, বাংলাদেশ জাতীয় লটারি থেকে অভিনন্দন! আপনি ৫,০০,০০০ টাকা জিতেছেন। পুরস্কার দাবি করতে দ্রুত আপনার জাতীয় পরিচয়পত্রের স্ক্যান কপি এবং বিকাশ নাম্বার পাঠান bdlottery@prizeclaim.org এ।"
395,smish,"আপনার Robi নম্বর সন্দেহজনক কাজে ব্যবহৃত হচ্ছে। সিম নিষ্ক্রিয় হওয়ার আগে robiverify-care.net এ লগইন করে আপনার নাম, NID ও মোবাইল OTP নিশ্চিত করুন।"
396,smish,"বাংলালিংক জানাচ্ছে, আপনার বকেয়া বিল ৫,২০০ টাকা। অবিলম্বে pay-bl24.net এ গিয়ে বিল পরিশোধ করুন, না হলে সেবা বন্ধ করে দেওয়া হবে। এটি একটি চূড়ান্ত সতর্কীকরণ।"
397,smish,"সোনালী ব্যাংক থেকে বার্তা: আপনার অ্যাকাউন্টে ১,০০,০০০ টাকার লেনদেন চেষ্টা ব্যর্থ হয়েছে। নিরাপত্তার জন্য এখনই sonali-secure24.com এ গিয়ে আপনার পাসওয়ার্ড আপডেট করুন। দেরি করবেন না।"
398,smish,"GP App লগইন ব্যর্থ হয়েছে। আপনার একাউন্ট ব্লক হতে চলেছে। অবিলম্বে gp-update24.org এ লগইন করে আপনার নাম্বার, OTP এবং পিন যাচাই করুন।"
399,smish,"DBBL কার্ড ব্যবহারকারী, আপনার ৭০,০০০ টাকা পেমেন্ট অস্বাভাবিক মনে হচ্ছে। যাচাই করতে cancel-dbbltxn.org এ প্রবেশ করুন। ৩০ মিনিটের মধ্যে তথ্য না দিলে কার্ড ব্লক হবে।"
400,smish,আপনার বিকাশ পিন তিনবার ভুল হয়েছে। এখনই bkash-safelogin.net এ গিয়ে সঠিক তথ্য প্রদান করুন। অন্যথায় আপনার একাউন্ট সম্পূর্ণভাবে স্থগিত হবে।
401,smish,Facebook থেকে নিরাপত্তা সতর্কতা: আপনার একাউন্ট বাংলাদেশ থেকে অননুমোদিত অ্যাক্সেস পেয়েছে। একাউন্ট রক্ষা করতে এখনই fb-verification-bd.net এ OTP দিন।
402,smish,আপনার GP FlexiPlan অফার বাতিল করা হয়েছে। পুনরায় সক্রিয় করতে এখনই gp-bonus24.com ভিজিট করুন এবং কার্ড তথ্য প্রদান করুন।
403,smish,"ডাচ্-বাংলা ব্যাংক গ্রাহক, আপনার কার্ড নম্বর এবং OTP জরুরি ভিত্তিতে যাচাই করতে হবে। অন্যথায় অ্যাকাউন্ট বন্ধ হবে। ভিজিট করুন dbbl-carebd.org।"
404,smish,"প্রিয় গ্রাহক, আপনি বাংলাদেশ ব্যাংক থেকে নির্বাচিত হয়েছেন ২,০০,০০০ টাকা বোনাস লোনের জন্য। এটি দাবি করতে আপনার বিকাশ নাম্বার ও পিন দিন bdloan-grant.org এ।"
405,smish,আপনার Robi SIM বন্ধ হয়ে যাবে যদি সাথে সাথে robicare-safe.net এ লগইন না করেন। যাচাইয়ের জন্য মোবাইল OTP দিন।
406,smish,"সোনালী ব্যাংক কার্ড ব্যবহারকারী, আপনার CVV নম্বর অবিলম্বে sonali-update.org এ প্রদান করুন। না হলে কার্ড নিষ্ক্রিয় হবে।"
407,smish,"আপনার বিকাশ একাউন্ট থেকে ৯,৮০০ টাকা অন্য নাম্বারে পাঠানো হয়েছে। ভুল হলে এখনই bkash-refund.org এ তথ্য দিন।"
408,smish,"গ্রামীণফোন গ্রাহক, আপনার সিম ব্লক হয়ে যাবে যদি ২৪ ঘণ্টার মধ্যে NID যাচাই না হয়। এখনই gpverify24.org এ লগইন করুন।"
409,promo,"Daraz App আজ দিচ্ছে মেগা সেল অফার! ইলেকট্রনিক্স, ফ্যাশন ও হোম প্রোডাক্টে সর্বোচ্চ ৭০% ডিসকাউন্ট। কোড ব্যবহার করুন BIG70 আর উপভোগ করুন বিশাল সাশ্রয়। অফার আজ রাত পর্যন্ত।"
410,promo,"Grameenphone FlexiPlan ব্যবহারকারীদের জন্য সুপার অফার: আজ সব বান্ডেল প্যাকে ২৫% ছাড়। মিনিট, এসএমএস আর ডেটা নিজের মত তৈরি করুন। এখনই অ্যাপ চালু করুন।"
411,promo,"Robi Music App সাবস্ক্রিপশন প্রথম মাস মাত্র ৯ টাকা। আপনার প্রিয় গান শুনুন, ডাউনলোড করুন আর বন্ধুদের সাথে শেয়ার করুন। সক্রিয় করতে *888# ডায়াল করুন।"
412,promo,"Banglalink গ্রাহকদের জন্য আজকের স্পেশাল অফার! ৩ জিবি মাত্র ৩৯ টাকা, বৈধতা ৩ দিন। এখনই ডায়াল করুন *5000*39# এবং উপভোগ করুন দ্রুত ইন্টারনেট।"
413,promo,Shohoz Food অর্ডার করুন আর কোড: YUMMY25 ব্যবহার করে ২৫% ছাড় পান। সর্বোচ্চ ছাড় ২০০ টাকা পর্যন্ত। আজই বন্ধুদের সাথে আড্ডার জন্য অর্ডার দিন।
414,promo,Daraz Mall থেকে যেকোনো মোবাইল কিনলে পাচ্ছেন ১২ মাসের ওয়ারেন্টি আর সাথে ফ্রি ডেলিভারি। অফার সীমিত সময়ের জন্য। আজই মোবাইল অর্ডার করুন।
415,promo,"Robi গ্রাহকদের জন্য রবিবার স্পেশাল অফার: ৬ জিবি মাত্র ৯৯ টাকা, বৈধতা ৭ দিন। ডায়াল করুন *123*99#। অফার সীমিত সময়ের জন্য।"
416,promo,GP STAR গ্রাহকরা এখন পাচ্ছেন ৫০০ টাকার শপিং ভাউচার সম্পূর্ণ ফ্রি! Daraz এ ব্যবহার করতে পারবেন। বিস্তারিত জানতে *121*888#।
417,promo,Pathao Rides-এ আজ সব রাইডে ২০% ডিসকাউন্ট। কোড: PATHAO20 ব্যবহার করুন। বৈধতা শুধুমাত্র আজকের জন্য। নিরাপদ ভ্রমণের জন্য এখনই বুক করুন।
418,promo,"Banglalink গ্রাহকগণ, ২০০ টাকার রিচার্জে পাচ্ছেন ১০০ টাকার বোনাস। অফার সীমিত সময়ের জন্য প্রযোজ্য। এখনই নিকটস্থ দোকানে যান।"
419,promo,"Daraz Electronics Fair চলছে! ল্যাপটপ, হেডফোন আর টিভি কিনুন সর্বোচ্চ ৪০% ডিসকাউন্টে। অফার শেষ হবে ৩ দিনের মধ্যে।"
420,promo,Shohoz Tickets দিয়ে বাস টিকিট কিনলে পাচ্ছেন ১৫% ছাড়। কোড ব্যবহার করুন BUS15। ভ্রমণ হোক আরও সাশ্রয়ী।
421,promo,Robi গ্রাহকরা মাসিক ইন্টারনেট প্যাক কিনলে পাচ্ছেন অতিরিক্ত ৫ জিবি ফ্রি। সক্রিয় করতে *123*599#।
422,promo,GP Music App-এ এখন প্রথম মাস একেবারে ফ্রি! আপনার প্রিয় প্লেলিস্ট তৈরি করুন আর সীমাহীন গান উপভোগ করুন।
423,promo,Pathao Food এখন সব অর্ডারে ফ্রি ডেলিভারি দিচ্ছে। বন্ধুদের নিয়ে আড্ডা হোক ঝামেলাহীন। অফার শুধুমাত্র এই সপ্তাহের জন্য।
424,promo,Sundarban Courier অনলাইন বুকিং করলে পাচ্ছেন ১০% ক্যাশব্যাক। নিরাপদে প্যাকেজ পাঠাতে আজই চেষ্টা করুন।
425,promo,"Robi গ্রাহকগণ, ১০০ টাকার রিচার্জে পাচ্ছেন ২০ মিনিট কথা বলার বোনাস। অফার শেষ হবে আজ রাতেই।"
426,promo,Daraz App-এ নতুন ইউজার রেজিস্টার করলে ২৫০ টাকা ভাউচার ফ্রি। এখনই ডাউনলোড করে শপিং শুরু করুন।
427,promo,Banglalink Game Portal-এ সাবস্ক্রিপশন এখন মাত্র ১২ টাকা প্রতিদিন। খেলা হোক আরও মজার। সক্রিয় করতে *5000# ডায়াল করুন।
428,promo,GP App দিয়ে বিল পরিশোধ করলে পাচ্ছেন ১০% ইনস্ট্যান্ট ক্যাশব্যাক। অফার বৈধ মাসের শেষ পর্যন্ত।
429,promo,Robi eShop থেকে মোবাইল কিনলে সাথে পাচ্ছেন ফ্রি ব্যাগ আর ইয়ারফোন। অফার স্টক শেষ হওয়া পর্যন্ত।
430,normal,আজকে অফিসে এত কাজ ছিল যে দুপুরে খাওয়ার সময়ই পাইনি। সারাদিন রিপোর্ট বানাতে গিয়ে মাথা ঘুরে যাচ্ছিলো। কালকে একটু আগে থেকেই কাজ শেষ করার চেষ্টা করবো।
431,normal,আমরা শুক্রবার সবাই মিলে গ্রামের বাড়ি যাচ্ছি। অনেকদিন হয়ে গেছে সবাই একসাথে যাওয়া হয়নি। ভাবছি মাছ ধরবো আর আড্ডা দেবো। তুমি আসবে তো আমাদের সাথে?
432,normal,"আজ বিকেলে শাহবাগে বইমেলায় গিয়েছিলাম। প্রচুর ভিড় ছিল কিন্তু বইয়ের কালেকশন অসাধারণ। আমি তিনটা উপন্যাস কিনেছি, চাইলে তোমাকে ধার দিতে পারি।"
433,normal,কাল রাতে বাংলাদেশ আর পাকিস্তানের খেলা দেখেছো? ম্যাচটা একেবারে শেষ পর্যন্ত উত্তেজনাপূর্ণ ছিল। সবাই ক্যাফেতে বসে দারুণ আনন্দ করেছি।
434,normal,আজ সকালে প্রচুর বৃষ্টি হচ্ছিলো। জানালা খুলে চা খেতে খেতে গান শুনছিলাম। মনে হচ্ছিলো পুরো দিনটা আরাম করে কাটাই।
435,normal,তুমি কি রবিবার সকালে সময় পাবে? আমরা সবাই ঠিক করেছি মিরপুর বোটানিক্যাল গার্ডেনে ঘুরতে যাবো। চাইলে তুমি আমাদের সাথে যোগ দিতে পারো।
436,normal,"আজ দুপুরে বাজারে গিয়েছিলাম। সবজির দাম একেবারে আকাশছোঁয়া। টমেটো ৯০ টাকা কেজি, পেঁয়াজ ৮০ টাকা। বুঝতে পারছি না এভাবে কতদিন চলবে।"
437,normal,আমার নতুন ল্যাপটপটা সত্যিই অসাধারণ। গতকাল সেটআপ করে কাজ শুরু করেছি। এখন প্রোগ্রামিং করা অনেক সহজ লাগছে। তুমি চাইলে একদিন দেখে যেতে পারো।
438,normal,আজকে মোবাইলের চার্জ শেষ হয়ে গিয়েছিলো। একেবারে অচল হয়ে গিয়েছিলাম। বুঝলাম চার্জারটা সবসময় সাথে রাখা কতটা জরুরি।
439,normal,আমাদের কলেজে আগামী সপ্তাহে সাংস্কৃতিক অনুষ্ঠান হবে। সবাই প্রস্তুতি নিচ্ছে। আমরা একটা নাটক মঞ্চস্থ করার পরিকল্পনা করছি। তুমি কি দেখতে আসবে?
440,normal,"আজকে অনেকদিন পর পুরোনো বন্ধুদের সাথে দেখা হলো। সবাই মিলে আড্ডা, গল্প আর হাসি-মজায় সময়টা অসাধারণ কাটলো।"
441,normal,আমার শরীরটা আজকে খুব খারাপ লাগছে। মাথা ব্যথা আর জ্বর এসেছে। মনে হচ্ছে কাল অফিসে যেতে পারবো না।
442,normal,"আজ সন্ধ্যায় নিউ মার্কেটে ঘুরতে গিয়েছিলাম। নতুন জামাকাপড় দেখলাম। দাম একটু বেশি, কিন্তু ডিজাইনগুলো সুন্দর। ভাবছি একদিন তোমার সাথে গিয়ে কিনবো।"
443,normal,তুমি কি নতুন গানটা শুনেছো? আরিফের গলায় দারুণ লাগছে। গানটা একেবারে বারবার শোনা যায়। কালকে কফিশপে গিয়ে শুনেছিলাম।
444,normal,আজ সকালে জ্যামে এক ঘণ্টা আটকে ছিলাম। অফিস পৌঁছাতে অনেক দেরি হলো। ঢাকা শহরের এই ট্রাফিক সমস্যা আর কতদিন চলবে কে জানে।
445,normal,আজ রাতে সবাই মিলে ডিনারের প্ল্যান করেছি। অনেকদিন হলো একসাথে বসে গল্প করা হয়নি। চাইলে তুমিও চলে আসতে পারো।
446,normal,"আমি কাল লাইব্রেরি থেকে নতুন বই নিয়েছি। নাম 'সাতকাহন'। পড়া শুরু করেছি, গল্পটা ভীষণ টানটান। চাইলে তোমাকে ধার দিতে পারি।"
447,normal,আজ বিকেলে এক কাপ চা খেতে খেতে হঠাৎ পুরোনো দিনের কথা মনে পড়ছিলো। স্কুলের সময়কার আড্ডাগুলো সত্যিই অসাধারণ ছিল।
448,normal,তুমি কি শুক্রবার ফ্রি আছো? আমরা কয়েকজন মিলে গুলশানে একটা কনসার্ট দেখতে যাচ্ছি। চাইলে তুমিও আমাদের সাথে যেতে পারো।
449,normal,"আজ সকালে হাঁটতে বের হয়েছিলাম। বাতাসটা ঠাণ্ডা ছিল, মনে হচ্ছিলো ভীষণ প্রশান্তি। সারাদিন কাজের আগে একটু এনার্জি পেয়ে গেলাম।"
450,smish,"ডাচ্-বাংলা ব্যাংক থেকে জানানো যাচ্ছে, আপনার অ্যাকাউন্টে ১,৫০,০০০ টাকার অননুমোদিত লেনদেন চেষ্টার প্রমাণ পাওয়া গেছে। এখনই dbblsecure-alert.org এ লগইন করে আপনার কার্ড নাম্বার, OTP এবং CVV যাচাই করুন। না করলে অ্যাকাউন্ট সাময়িকভাবে স্থগিত থাকবে।"
451,smish,"বিকাশ ব্যবহারকারী, আপনার একাউন্টে সন্দেহজনক লেনদেন পাওয়া গেছে। রিফান্ড পেতে হলে এখনই bkash-refund-bd.org এ গিয়ে আপনার মোবাইল OTP এবং পিন প্রবেশ করুন। সতর্কবার্তা: ৩০ মিনিটের মধ্যে ব্যবস্থা না নিলে একাউন্ট ব্লক হবে।"
452,smish,"সোনালী ব্যাংক গ্রাহক, আপনার অনলাইন ব্যাংকিং পাসওয়ার্ড মেয়াদোত্তীর্ণ হয়েছে। তাৎক্ষণিকভাবে sonali-update24.org এ গিয়ে আপনার নতুন পাসওয়ার্ড সেট করুন। দেরি করলে আপনার অনলাইন এক্সেস বন্ধ হয়ে যাবে।"
453,smish,গ্রামীণফোন থেকে সতর্কবার্তা: আপনার সিমে ভুয়া কল শনাক্ত করা হয়েছে। পরিষেবা চালু রাখতে এখনই gp-simverify.net এ লগইন করুন এবং জাতীয় পরিচয়পত্র নম্বর আপলোড করুন। যাচাই সম্পন্ন না হলে সিম বন্ধ হয়ে যাবে।
454,smish,"Robi ব্যবহারকারী, আপনার অ্যাকাউন্ট সাসপেন্ড হওয়ার ঝুঁকিতে আছে। পুনরায় চালু রাখতে robicare24-update.org এ গিয়ে আপনার ফোন নম্বর ও OTP প্রদান করুন। সময়সীমা শেষ হলে সেবা আর পাওয়া যাবে না।"
455,smish,"প্রিয় গ্রাহক, বাংলাদেশ জাতীয় লটারি থেকে আপনাকে জানানো যাচ্ছে যে আপনি ২৫,০০,০০০ টাকার গ্র্যান্ড প্রাইজ জিতেছেন। পুরস্কার দাবি করতে আপনার NID কপি ও বিকাশ নাম্বার পাঠান bdlottery-prize.net এ।"
456,smish,Facebook নিরাপত্তা টিম থেকে বার্তা: আপনার একাউন্টে অস্বাভাবিক লগইন শনাক্ত হয়েছে। অ্যাকাউন্ট রক্ষা করতে এখনই fb-safeverify-bd.org এ যান এবং মোবাইল নাম্বার যাচাই করুন।
457,smish,"আপনার DBBL কার্ড লেনদেন প্রত্যাখ্যাত হয়েছে। পুনরায় অ্যাক্টিভ করতে dbbl-cardupdate.org এ গিয়ে কার্ডের নাম্বার, CVV এবং OTP দিন। না করলে কার্ড বন্ধ হয়ে যাবে।"
458,smish,গ্রামীণফোন অ্যাপ লগইন ব্যর্থ হয়েছে। এখনই gp-appreset.net এ লগইন করে আপনার পাসওয়ার্ড রিসেট করুন। অন্যথায় ২৪ ঘণ্টার মধ্যে অ্যাকাউন্ট সাসপেন্ড হবে।
459,smish,"প্রিয় গ্রাহক, আপনার Banglalink নম্বর ব্লক হওয়ার পথে। সেবা চালু রাখতে এখনই bl-verification-bd.org এ গিয়ে আপনার জাতীয় পরিচয়পত্র যাচাই করুন।"
460,smish,"বিকাশ গ্রাহক, আপনার একাউন্টে ৮,৫০০ টাকা ভুলবশত পাঠানো হয়েছে। রিফান্ড পেতে bkash-secureverify.org এ গিয়ে পিন দিন। না করলে একাউন্ট ফ্রিজ হবে।"
461,smish,"সোনালী ব্যাংক কার্ডধারী, আপনার ৯৮,০০০ টাকার অনলাইন ট্রানজেকশন অস্বাভাবিক মনে হচ্ছে। যাচাই করতে sonali-cardcheck.org এ লগইন করুন। না করলে কার্ড বাতিল হবে।"
462,smish,"Robi ব্যবহারকারী, আপনার সিম অবিলম্বে যাচাই করতে robicare-verification.org এ গিয়ে নাম, জন্মতারিখ এবং OTP দিন। যাচাই না করলে ১২ ঘণ্টার মধ্যে সিম ব্লক হবে।"
463,smish,বাংলালিংক থেকে সতর্কবার্তা: আপনার রিচার্জ বোনাস অ্যাকাউন্ট স্থগিত আছে। পুনরায় চালু করতে bl-offerverify.net এ গিয়ে তথ্য দিন।
